,BMUID,temp,wspd,wgust,sealevelpressure,visibility,cloudcover,precip,dew,humidity,loadFactor
0,ABRTW-1,13.2,19.6,27.5,1014.0,32.1,70.4,0.0,12.9,97.95,0.9841666666666666
1,ABRTW-1,1.8,3.9,,1024.2,36.5,0.0,0.0,-1.0,82.13,0.010333333333333333
2,ABRTW-1,10.7,20.0,21.2,984.9,10.5,75.9,0.0,9.4,92.07,0.22011111111111112
3,ABRTW-1,18.5,6.3,,1019.9,24.6,93.1,0.0,17.0,91.27,0.043333333333333335
4,ABRTW-1,18.1,7.3,,1020.6,27.2,50.3,0.0,12.6,70.1,0.2782777777777778
5,ABRTW-1,9.8,8.6,,993.5,35.2,50.8,0.0,8.5,91.52,0.2306111111111111
6,ABRTW-1,16.3,7.3,6.9,1013.2,22.9,82.9,0.0,13.0,80.66,0.11905555555555554
7,ABRTW-1,2.5,10.1,11.0,1020.1,23.4,26.4,0.0,0.5,86.85,0.4182222222222222
8,ABRTW-1,2.8,8.3,8.1,1006.4,35.5,78.2,0.0,0.6,85.95,0.5582222222222222
9,ABRTW-1,4.8,13.0,17.1,995.7,15.3,60.7,0.0,2.8,87.07,0.5963888888888889
10,ABRTW-1,2.9,21.2,26.5,995.0,14.6,20.2,0.0,-0.1,80.61,0.6895
11,ABRTW-1,10.4,8.9,,1009.3,26.1,81.0,0.0,9.0,90.51,0.10138888888888889
12,ABRTW-1,5.5,18.5,24.1,992.5,20.6,67.2,0.0,3.1,84.31,0.7973888888888889
13,ACHRW-1,13.0,16.2,19.0,1014.1,2.6,59.8,0.0,12.5,96.87,0.19131455399061034
14,ACHRW-1,0.0,2.4,0.0,1024.2,38.5,0.0,0.0,-2.1,85.59,0.06910798122065727
15,ACHRW-1,10.2,15.4,14.4,982.4,19.6,47.5,0.0,8.6,90.22,0.8487793427230047
16,ACHRW-1,14.5,7.6,0.0,1019.5,11.5,64.7,0.0,13.0,91.01,0.010657276995305165
17,ACHRW-1,12.0,10.8,17.1,1019.6,6.8,52.1,0.0,10.9,92.88,0.09582159624413145
18,ACHRW-1,9.2,7.5,7.7,993.6,27.0,16.5,0.0,5.3,76.69,0.08985915492957745
19,ACHRW-1,16.5,8.5,14.6,1013.1,22.4,62.2,0.0,12.5,77.32,0.1295774647887324
20,ACHRW-1,2.5,12.4,13.0,1020.6,26.5,6.4,0.0,0.7,88.26,0.7015023474178403
21,ACHRW-1,2.5,9.8,0.0,1005.3,22.7,47.4,0.0,0.9,88.69,0.3117370892018779
22,ACHRW-1,4.0,9.3,6.5,1013.2,22.9,52.1,0.0,-1.0,70.06,0.20093896713615023
23,ACHRW-1,5.6,11.3,12.5,994.6,28.0,18.8,0.0,3.2,84.54,0.11502347417840376
24,ACHRW-1,2.3,24.2,22.1,995.9,4.3,36.1,0.0,0.3,86.42,0.6973708920187793
25,ACHRW-1,8.1,9.3,11.0,1010.2,28.2,61.4,0.0,5.9,85.9,0.005633802816901408
26,ACHRW-1,4.6,22.8,28.3,990.9,10.3,48.2,0.0,3.8,94.75,0.45525821596244126
27,AKGLW-2,13.9,16.8,28.7,1013.6,28.4,90.6,0.0,12.2,89.77,0.962719298245614
28,AKGLW-2,-1.1,2.2,0.0,1023.5,29.8,28.4,0.0,-4.9,75.34,0.20316416040100252
29,AKGLW-2,11.2,11.4,10.1,987.6,24.6,49.1,0.0,8.6,84.42,0.0017230576441102756
30,AKGLW-2,14.4,2.8,,1020.2,23.8,86.7,0.0,13.0,91.12,0.1100250626566416
31,AKGLW-2,14.7,3.1,17.0,1020.7,20.5,43.9,0.0,12.4,85.76,0.029855889724310775
32,AKGLW-2,10.2,5.0,,993.7,22.9,22.1,0.0,7.1,81.13,0.11024436090225563
33,AKGLW-2,14.3,8.4,,1014.3,24.8,99.4,0.0,11.9,85.5,0.01795112781954887
34,AKGLW-2,2.0,10.5,,1018.4,29.3,0.0,0.0,-1.0,80.64,0.925281954887218
35,AKGLW-2,1.9,10.8,,1006.3,27.5,88.2,0.0,0.3,89.03,0.6760338345864662
36,AKGLW-2,4.8,10.7,,1011.0,29.4,83.1,0.0,-3.1,56.89,0.3909147869674185
37,AKGLW-2,6.9,14.6,35.8,995.1,23.3,43.8,0.0,3.7,80.29,0.4918859649122807
38,AKGLW-2,2.2,24.0,42.3,992.7,24.4,32.1,0.0,-0.6,81.96,0.6583646616541353
39,AKGLW-2,10.7,7.7,,1008.1,24.8,17.0,0.0,6.0,72.71,0.2419799498746867
40,ANSUW-1,12.4,15.9,8.9,1013.0,6.2,46.0,0.0,11.7,95.93,0.4117768595041323
41,ANSUW-1,1.9,3.5,2.9,1023.8,41.4,21.2,0.0,-0.6,83.68,0.05072314049586777
42,ANSUW-1,9.7,14.5,2.9,983.4,11.0,42.2,0.0,8.5,92.35,0.7404958677685951
43,ANSUW-1,13.9,6.7,0.0,1020.0,20.3,49.3,0.0,12.7,92.2,0.08109504132231406
44,ANSUW-1,12.2,7.0,0.0,1020.0,16.4,34.5,0.0,11.1,93.24,0.3068181818181818
45,ANSUW-1,7.6,5.2,8.1,994.6,23.8,0.0,0.0,4.6,81.7,0.05278925619834711
46,ANSUW-1,17.3,7.0,6.9,1013.6,24.9,54.7,0.0,12.2,71.54,0.0853305785123967
