,BMUID,temp,wspd,wgust,sealevelpressure,visibility,cloudcover,precip,dew,humidity,loadFactor
0,ABRTW-1,25.3,12.7,,1011.7,39.7,83.7,0.0,10.8,40.34,0.17438888888888887
1,ABRTW-1,3.7,6.4,,1015.8,29.6,7.0,0.0,2.6,93.07,0.29638888888888887
2,ABRTW-1,3.5,3.8,0.9,1027.5,11.9,58.7,0.0,2.2,91.56,0.07327777777777778
3,ABRTW-1,12.1,4.1,,1003.0,22.0,57.6,0.0,10.1,87.77,0.04477777777777778
4,ABRTW-1,8.3,8.9,,1004.8,27.9,97.6,0.0,7.2,93.17,0.21555555555555556
5,ABRTW-1,12.5,9.5,,1010.0,3.0,98.6,0.0,11.7,94.51,0.01633333333333333
6,ABRTW-1,3.7,4.6,0.9,1030.9,20.6,32.5,0.0,-1.1,71.2,0.11855555555555555
7,ABRTW-1,6.9,10.0,13.0,997.6,29.0,90.5,0.0,5.4,90.16,0.5668333333333333
8,ABRTW-1,6.1,18.4,31.8,998.7,20.2,66.7,0.0,1.9,74.74,0.7948333333333334
9,ABRTW-1,4.3,4.1,6.9,1026.4,29.8,63.8,0.0,2.6,88.84,0.08822222222222223
10,ABRTW-1,14.0,14.1,24.9,986.5,8.1,96.4,0.0,13.1,94.46,0.6392222222222222
11,ABRTW-1,4.7,16.7,37.8,972.0,8.3,76.2,0.0,4.1,96.21,0.8717222222222223
12,ABRTW-1,18.1,11.5,,1036.7,18.7,2.2,0.0,7.9,51.42,0.08544444444444445
13,ABRTW-1,6.3,12.7,,993.6,23.9,21.4,0.0,5.7,95.66,0.22133333333333333
14,ACHRW-1,17.6,9.5,9.5,1012.6,37.9,52.2,0.0,11.2,65.99,0.20150234741784037
15,ACHRW-1,4.5,8.4,12.1,1016.6,27.5,14.8,0.0,2.3,85.83,0.24455399061032862
16,ACHRW-1,11.9,10.0,,1002.2,20.0,49.0,0.0,10.9,93.52,0.11140845070422536
17,ACHRW-1,6.0,6.3,0.0,1004.2,25.9,51.4,0.0,4.1,87.41,0.07300469483568074
18,ACHRW-1,11.3,9.1,13.0,1009.7,8.7,61.4,0.0,10.4,94.25,0.047981220657276995
19,ACHRW-1,2.9,3.9,0.5,1030.9,19.0,53.8,0.0,-1.0,75.03,0.012582159624413145
20,ACHRW-1,5.8,6.3,8.2,996.4,8.3,47.5,0.0,4.6,92.04,0.007981220657276996
21,ACHRW-1,5.6,23.1,33.0,997.9,15.4,45.8,0.0,1.8,76.56,0.8036150234741785
22,ACHRW-1,4.2,8.3,7.6,1027.3,24.2,48.7,0.0,0.4,76.14,0.23051643192488264
23,ACHRW-1,12.1,18.3,35.2,986.4,4.4,58.2,0.0,11.2,94.11,0.9378403755868544
24,ACHRW-1,4.5,11.9,16.2,971.3,6.2,65.0,0.0,3.1,90.75,0.302112676056338
25,ACHRW-1,11.7,10.8,6.0,1037.5,16.9,0.0,0.0,5.7,66.62,0.09051643192488262
26,ACHRW-1,6.0,7.8,0.4,992.2,18.0,39.8,0.0,4.5,90.3,0.19333333333333333
27,AKGLW-2,19.3,4.0,8.1,1011.5,26.5,81.8,0.0,11.4,60.1,0.0512844611528822
28,AKGLW-2,5.5,8.0,,1013.3,30.8,16.8,0.0,2.1,78.63,0.880858395989975
29,AKGLW-2,2.2,7.6,,1027.0,21.3,4.1,0.0,0.5,88.28,0.23991228070175438
30,AKGLW-2,12.3,6.7,,1002.8,8.7,34.3,0.0,12.1,98.3,0.10025062656641603
31,AKGLW-2,7.8,6.7,,1004.7,29.1,63.6,0.0,6.7,92.67,0.25184837092731827
32,AKGLW-2,11.5,7.5,,1010.4,1.6,100.0,0.0,11.3,98.74,0.05761278195488721
33,AKGLW-2,14.1,18.6,31.7,1004.4,22.9,26.8,0.0,8.2,67.63,0.4586152882205513
34,AKGLW-2,0.1,1.1,,1031.3,25.3,12.3,0.0,-3.1,79.09,0.0962092731829574
35,AKGLW-2,5.6,3.9,,998.5,16.3,69.3,0.0,4.9,95.49,0.5251566416040101
36,AKGLW-2,6.3,27.7,43.6,997.5,23.8,16.1,0.0,1.6,72.14,0.9282581453634084
37,AKGLW-2,3.4,5.2,4.9,1024.5,30.1,3.7,0.0,-0.3,76.77,0.5209586466165413
38,AKGLW-2,14.1,18.3,36.4,988.6,4.2,91.7,0.0,14.0,99.16,0.9057330827067669
39,AKGLW-2,5.9,18.7,38.8,971.9,17.7,81.3,0.0,4.5,90.6,0.0007832080200501253
40,AKGLW-2,16.3,7.8,,1035.3,22.0,8.5,0.0,6.9,53.83,0.0912907268170426
41,AKGLW-2,4.6,5.5,,994.9,20.1,45.3,0.0,3.7,93.64,0.850344611528822
42,ANSUW-1,16.0,7.8,6.0,1012.4,36.4,56.9,0.0,11.0,72.03,0.1555785123966942
43,ANSUW-1,3.3,7.0,0.9,1016.6,22.8,13.2,0.0,2.3,93.3,0.07727272727272727
44,ANSUW-1,1.2,3.6,0.9,1027.3,19.7,24.7,0.0,0.3,93.58,0.04225206611570248
45,ANSUW-1,12.5,7.4,,1002.9,31.1,27.9,0.0,11.5,93.6,0.09555785123966942
46,ANSUW-1,5.1,7.7,2.9,1004.1,29.0,44.3,0.0,3.2,87.44,0.0768595041322314
47,ANSUW-1,11.4,5.5,0.0,1010.7,12.1,47.6,0.0,10.1,91.38,0.22138429752066113
48,ANSUW-1,9.7,13.5,8.1,1006.7,33.9,39.4,0.0,7.5,86.19,0.7108471074380166
49,ANSUW-1,3.3,4.4,0.0,996.8,6.4,54.8,0.0,2.4,93.72,0.08522727272727272
50,ANSUW-1,4.5,21.6,8.9,996.0,16.3,42.7,0.0,2.1,84.55,0.9072314049586777
51,ANSUW-1,2.9,8.4,10.1,1026.7,26.9,31.7,0.0,-0.3,79.3,0.23770661157024794
52,ANSUW-1,11.7,15.0,31.7,990.0,7.5,42.7,0.0,10.2,90.61,0.9769628099173555
53,ANSUW-1,2.8,9.7,0.0,970.1,5.6,48.4,0.0,2.0,94.85,0.29287190082644626
54,ANSUW-1,10.7,11.5,6.0,1037.1,20.3,0.0,0.0,4.6,66.38,0.13161157024793388
55,ANSUW-1,6.4,10.6,15.0,992.7,15.3,54.8,0.0,4.4,87.32,0.3298553719008265
56,ARCHW-1,19.1,7.5,7.9,1012.5,27.6,13.2,0.0,10.0,55.59,0.050333333333333334
57,ARCHW-1,6.6,8.6,11.5,1016.0,25.9,3.6,0.0,3.0,78.28,0.41683333333333333
58,ARCHW-1,2.0,2.7,6.9,1027.9,11.3,31.7,0.0,1.2,94.68,0.007666666666666667
59,ARCHW-1,12.8,7.3,,1002.3,18.4,74.1,0.0,11.1,89.25,0.19183333333333333
60,ARCHW-1,8.1,7.4,3.1,1005.2,26.2,90.0,0.0,5.0,80.58,0.162
61,ARCHW-1,12.6,9.1,9.9,1008.7,8.7,63.7,0.0,11.6,93.77,0.010483333333333334
62,ARCHW-1,12.9,20.1,23.3,1009.5,18.2,60.7,0.0,9.9,82.23,0.00135
63,ARCHW-1,8.8,12.3,15.0,998.2,7.8,75.2,0.2,7.5,91.5,0.191
64,ARCHW-1,5.9,6.4,7.5,1027.1,24.4,52.5,0.0,1.8,74.88,0.16666666666666666
65,ARCHW-1,15.9,16.1,24.1,983.2,7.9,90.0,0.0,15.3,96.06,0.18333333333333332
66,ARCHW-1,14.2,7.6,5.0,1037.2,18.4,0.0,0.0,6.1,58.09,0.0053
67,ARCHW-1,7.6,10.8,0.0,993.4,16.4,61.1,0.0,5.6,87.28,0.3185
68,BEINW-1,9.8,9.4,25.8,1012.9,14.1,64.7,0.0,8.2,89.58,0.07522058823529411
69,BEINW-1,2.6,11.2,48.3,1017.5,18.6,41.1,0.0,2.0,95.94,0.5294485294117647
70,BEINW-1,-0.1,6.0,0.0,1027.0,21.8,34.1,0.0,-0.9,94.17,0.024742647058823532
71,BEINW-1,13.5,8.0,38.0,1002.4,24.1,38.2,0.0,12.7,95.09,0.046213235294117645
