,BMUID,temp,wspd,wgust,sealevelpressure,visibility,cloudcover,precip,dew,humidity,loadFactor
0,ABRTW-1,6.9,2.4,2.0,1024.7,6.1,54.2,0.0,6.0,94.42,0.0032222222222222222
1,ABRTW-1,7.1,13.3,17.7,997.4,6.6,82.1,0.0,5.6,90.24,0.41850000000000004
2,ABRTW-1,5.4,3.8,4.0,994.8,16.3,70.7,0.0,4.6,94.6,0.11994444444444444
3,ACHRW-1,7.2,5.6,4.8,1023.8,7.4,39.1,0.0,6.0,91.89,0.06845070422535211
4,ACHRW-1,6.1,11.2,20.1,997.6,11.5,65.2,0.0,4.6,90.26,0.10849765258215961
5,ACHRW-1,5.5,14.9,24.5,996.0,15.2,48.3,0.0,4.1,90.97,0.9329107981220657
6,AKGLW-2,6.2,3.0,,1025.3,4.3,88.1,0.0,6.0,98.29,0.018671679197994985
7,AKGLW-2,6.7,13.1,29.2,998.8,10.9,84.3,0.0,5.2,90.17,0.9604636591478697
8,AKGLW-2,3.9,7.1,,994.4,16.3,87.7,0.0,3.1,94.11,0.12963659147869674
9,ANSUW-1,6.8,2.6,0.9,1024.7,9.6,23.3,0.0,6.0,94.55,0.21890495867768597
10,ANSUW-1,5.3,10.9,19.4,996.9,17.2,46.3,0.0,4.3,92.98,0.14328512396694215
11,ANSUW-1,3.9,6.2,4.9,994.9,18.4,44.3,0.0,3.2,95.24,0.6202479338842974
12,ARCHW-1,9.0,6.3,4.4,1024.0,7.6,25.3,0.0,7.5,90.12,0.14933333333333335
13,ARCHW-1,7.7,16.1,13.0,996.0,18.9,81.2,0.0,5.5,86.16,0.6465
14,BEINW-1,7.9,6.8,15.1,1024.3,20.6,66.2,0.0,6.5,90.81,0.061525735294117645
15,BEINW-1,4.4,10.8,22.8,995.5,15.8,48.7,0.0,3.1,91.47,0.2747794117647059
16,BEINW-1,2.5,12.3,45.0,994.9,13.7,43.3,0.0,2.0,96.62,0.0763235294117647
17,BETHW-1,6.3,9.9,33.3,993.0,10.4,50.6,0.0,5.2,92.3,0.5771428571428572
18,BHLAW-1,7.7,7.5,39.1,1024.1,19.9,67.4,0.0,6.5,91.99,0.01672222222222222
19,BHLAW-1,3.7,12.6,45.0,994.4,11.7,52.2,0.0,3.0,95.26,0.4074814814814815
20,BLKWW-1,7.1,17.4,30.0,998.5,6.6,87.7,0.0,6.2,94.25,0.37795841209829867
21,BLKWW-1,5.9,8.8,,995.3,21.0,78.3,0.0,5.0,93.89,0.08960302457466919
22,BLLA-1,6.6,3.6,,1024.8,5.5,55.2,0.0,6.0,96.36,0.006270833333333333
23,BLLA-1,6.9,17.7,29.6,997.3,5.8,83.1,0.0,5.6,91.46,0.0463125
24,BLLA-1,4.8,5.4,,994.6,17.6,72.1,0.0,4.1,95.07,0.05725
25,BLLA-2,4.8,5.4,,994.6,17.6,72.1,0.0,4.1,95.07,0.07544927536231885
26,BNWKW-1,7.1,6.9,11.0,1023.3,18.0,80.7,0.0,6.0,92.9,0.005688888888888889
27,BNWKW-1,8.0,19.1,30.0,992.9,18.7,89.4,0.0,4.8,79.95,0.3814222222222223
28,BNWKW-1,7.6,8.4,,990.6,4.7,77.4,0.0,6.8,94.69,0.09831111111111111
29,BRYBW-1,7.0,4.4,39.1,1023.6,25.5,25.5,0.0,6.0,93.27,0.14020989505247375
30,BRYBW-1,7.5,14.2,44.4,993.9,23.0,71.5,0.0,3.9,77.91,0.4092653673163418
