,BMUID,temp,wspd,wgust,sealevelpressure,visibility,cloudcover,precip,dew,humidity,loadFactor
0,ABRTW-1,10.1,17.0,24.2,1002.0,19.9,70.1,0.0,9.0,92.68,0.7944444444444445
1,ABRTW-1,9.3,14.5,28.9,1024.1,14.3,75.2,0.0,8.6,95.14,0.6737777777777778
2,ABRTW-1,4.5,1.6,2.0,1026.7,30.8,0.0,0.0,1.7,81.99,0.066
3,ABRTW-1,11.7,10.2,,1021.3,21.2,80.6,0.0,8.4,79.72,0.20833333333333334
4,ABRTW-1,10.1,12.2,,1014.6,13.7,77.6,0.0,9.2,93.87,0.6701666666666667
5,ABRTW-1,3.9,4.3,0.9,1025.9,26.0,0.0,0.0,1.7,85.84,0.116
6,ABRTW-1,11.2,5.5,0.0,1019.7,6.6,97.0,0.0,9.1,87.45,0.6197222222222222
7,ABRTW-1,5.2,9.9,6.9,1013.2,26.0,99.5,0.0,2.0,80.0,0.24938888888888888
8,ABRTW-1,6.9,16.8,36.9,996.9,9.2,82.7,0.0,6.2,95.21,0.7921666666666667
9,ABRTW-1,4.0,6.5,4.9,1008.4,18.6,30.0,0.0,3.0,92.7,0.5531666666666667
10,ABRTW-1,10.5,9.0,10.9,1006.2,31.9,88.6,0.0,9.0,90.83,0.5977777777777777
11,ABRTW-1,5.0,13.0,14.1,1017.2,20.1,57.4,0.0,2.4,82.96,0.9802222222222221
12,ABRTW-1,7.4,17.2,26.8,993.8,25.2,77.1,0.0,3.4,75.62,0.76
13,ABRTW-1,15.5,12.9,13.3,1009.3,7.5,67.6,0.0,14.3,92.76,0.9707777777777777
14,ABRTW-1,7.5,11.1,8.9,1018.3,12.8,68.7,0.0,3.5,75.84,0.5496111111111112
15,ABRTW-1,4.1,10.5,8.9,1019.5,17.7,62.2,0.0,2.0,85.99,0.35527777777777775
16,ACHRW-1,9.0,16.1,20.2,1003.1,12.3,29.2,0.0,7.6,91.26,0.8515962441314553
17,ACHRW-1,7.6,10.6,12.1,1025.5,36.0,31.5,0.0,4.3,79.85,0.680093896713615
18,ACHRW-1,4.4,2.2,0.4,1025.8,18.8,0.0,0.0,2.1,85.56,0.0006103286384976526
19,ACHRW-1,9.5,10.7,10.1,1021.7,23.3,55.1,0.0,7.9,89.54,0.14464788732394365
