    ,BMUID   ,temp ,wspd ,wgust ,sealevelpressure ,visibility ,cloudcover ,precip ,dew   ,humidity ,loadFactor
308 ,KLGLW-1 ,8.2  ,12.6 ,13.1  ,998.3            ,16.0       ,87.6       ,0.0    ,5.8   ,84.45    ,0.6178771929824561
309 ,MILWW-1 ,-1.9 ,19.2 ,49.4  ,1010.3           ,25.0       ,46.5       ,0.0    ,-4.8  ,80.48    ,0.251
310 ,MILWW-1 ,3.5  ,11.8 ,17.2  ,986.2            ,11.0       ,64.9       ,0.0    ,2.2   ,90.69    ,1.5035
311 ,MILWW-1 ,5.9  ,19.1 ,55.3  ,1029.4           ,17.5       ,50.0       ,0.0    ,4.0   ,88.07    ,0.612
312 ,MILWW-1 ,9.5  ,10.0 ,19.7  ,995.2            ,9.3        ,70.9       ,0.0    ,6.2   ,79.88    ,0.627
313 ,MILWW-1 ,10.8 ,7.8  ,      ,1022.2           ,24.0       ,46.7       ,0.0    ,10.1  ,95.32    ,0.0485
314 ,MILWW-1 ,10.3 ,17.1 ,48.3  ,1005.3           ,18.6       ,41.6       ,0.0    ,7.6   ,83.16    ,1.131
315 ,MILWW-1 ,9.8  ,13.1 ,45.0  ,1021.0           ,25.5       ,29.8       ,0.0    ,5.8   ,76.1     ,0.49050000000000005
316 ,MILWW-1 ,3.6  ,6.7  ,      ,1004.3           ,29.2       ,49.2       ,0.0    ,2.4   ,92.03    ,0.209
317 ,MINSW-1 ,2.6  ,9.6  ,      ,1010.6           ,20.1       ,87.4       ,0.0    ,-1.9  ,71.88    ,0.21097826086956525
318 ,MINSW-1 ,5.8  ,9.3  ,      ,980.2            ,29.9       ,68.7       ,0.0    ,4.6   ,91.88    ,0.17771739130434783
319 ,MINSW-1 ,8.7  ,12.3 ,      ,1031.7           ,19.6       ,94.2       ,0.0    ,4.5   ,74.81    ,0.33663043478260873
