,BMUID,temp,wspd,wgust,sealevelpressure,visibility,cloudcover,precip,dew,humidity,loadFactor
0,,3.8,5.7,6.0,1030.5,25.2,31.1,0.0,0.8,81.09,
1,,2.6,6.5,0.0,1031.0,19.2,43.2,0.0,0.3,84.94,
2,,3.8,11.2,,1028.9,29.4,31.9,0.0,0.0,76.35,
3,,1.9,7.2,2.9,1030.6,25.9,24.6,0.0,-0.1,87.01,
4,,4.3,6.5,1.5,1031.4,19.7,54.1,0.0,2.4,87.56,
5,,0.7,10.7,0.0,1030.1,19.8,16.7,0.0,-1.3,86.72,
6,,4.3,15.1,,1027.9,16.3,17.2,0.0,0.9,78.37,
7,,1.8,8.9,0.0,1029.6,18.9,19.5,0.0,-0.9,82.27,
8,,3.8,8.0,,1030.8,22.7,35.7,0.0,2.0,88.14,
9,,3.1,7.9,,1030.3,24.5,35.7,0.0,0.4,82.15,
10,,3.1,7.9,,1030.3,24.5,35.7,0.0,0.4,82.15,
11,,4.7,20.1,,1024.8,11.5,10.7,0.0,0.9,76.36,
12,,3.6,11.2,0.0,1027.6,16.6,5.9,0.0,-0.2,76.09,
13,,5.6,9.9,0.0,1031.4,12.5,90.7,0.0,2.5,80.02,
14,,1.7,6.0,0.0,1029.1,19.0,12.6,0.0,-1.5,79.36,
15,,2.9,7.3,,1030.5,23.7,37.4,0.0,0.6,85.01,
16,,2.9,7.3,,1030.5,23.7,37.4,0.0,0.6,85.01,
17,,4.1,13.2,,1027.2,20.0,1.8,0.0,-0.6,71.64,
18,,5.6,9.9,0.0,1031.4,12.4,90.2,0.0,2.5,80.12,
19,,1.7,7.3,2.9,1030.6,25.0,19.3,0.0,0.1,88.63,
20,,3.3,13.8,,1029.3,16.1,57.2,0.0,0.2,80.37,
21,,3.8,11.2,,1028.9,29.5,31.4,0.0,0.1,76.56,
22,,4.4,5.4,,1030.9,25.2,73.8,0.0,1.4,80.86,
23,,1.8,6.5,0.0,1028.9,18.8,12.1,0.0,-1.4,79.1,
24,,3.4,1.0,2.9,1030.0,15.7,24.4,0.0,1.0,84.86,
25,,3.2,6.3,,1030.6,22.9,61.0,0.0,1.4,87.72,
26,,1.8,6.5,0.0,1028.6,18.5,8.2,0.0,-1.5,78.23,
27,,4.2,5.1,0.0,1031.4,16.8,76.5,0.0,1.5,82.29,
28,,3.8,6.5,2.0,1026.6,22.2,1.1,0.0,-1.1,70.43,
29,,3.5,13.0,0.0,1026.9,21.2,1.2,0.0,-1.1,72.29,
30,,3.7,7.6,,1029.2,23.0,44.2,0.0,-1.0,71.45,
31,,3.7,7.6,,1029.2,23.0,44.2,0.0,-1.0,71.45,
32,,3.6,8.3,,1029.9,23.3,62.5,0.0,0.5,80.71,
33,,3.0,11.9,0.0,1027.6,20.4,8.0,0.0,0.1,81.27,
34,,2.9,6.1,,1030.6,22.3,57.9,0.0,0.9,86.72,
35,,4.9,13.0,19.9,1027.3,16.0,9.4,0.0,-0.1,70.08,
36,,4.3,6.5,1.5,1031.4,19.7,54.2,0.0,2.4,87.53,
37,,0.7,10.7,0.0,1030.3,20.3,16.3,0.0,-1.2,87.02,
38,,3.2,6.4,,1030.6,22.9,60.3,0.0,1.4,87.77,
39,,4.4,6.4,0.0,1031.2,20.8,62.2,0.0,2.2,85.53,
40,,3.5,6.2,,1030.7,24.8,49.7,0.0,1.0,83.46,
41,,0.7,9.6,18.3,1030.0,20.0,14.5,0.0,-1.7,83.85,
42,,0.7,9.6,18.3,1030.0,20.0,14.5,0.0,-1.7,83.85,
43,,0.7,9.6,18.3,1030.0,20.0,14.5,0.0,-1.7,83.85,
44,,4.2,11.0,17.8,1026.7,13.7,8.8,0.0,0.8,78.51,
45,,3.6,9.6,,1029.4,27.2,46.9,0.0,0.2,78.88,
46,,4.0,15.2,28.2,1026.6,18.9,0.2,0.0,-1.2,69.07,
47,,4.0,15.2,28.2,1026.6,18.9,0.2,0.0,-1.2,69.07,
48,,3.5,6.4,,1030.6,25.0,51.7,0.0,0.9,82.88,
49,,4.4,3.8,6.0,1030.5,27.0,66.3,0.0,0.9,77.98,
50,,3.9,4.7,,1030.5,26.6,66.4,0.0,0.6,78.77,
